"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","Latitude","Longitude","NTA_clean","Number_poverty","Percent_poverty","Number_education","Percent_education","Year","Month"
242928612,2022-03-31,13:30:00,"MANHATTAN",25,"25-44","M","WHITE HISPANIC","45-64","M","BLACK",40.804711,-73.937173,"east harlem",15776,28.1,68568,77.1,2022,3
160231031,2017-01-12,22:15:00,"BROOKLYN",72,"18-24","M","BLACK","25-44","M","BLACK",40.6562961070001,-74.0076918949999,"sunset park",41214,32,26246,71.2,2017,1
216651226,2020-08-15,05:17:00,"BRONX",40,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",40.8065385740001,-73.9189114979999,"mott haven port morris",25204,46.3,19180,60.7,2020,8
217593703,2020-09-08,16:40:00,"BROOKLYN",79,"18-24","M","BLACK","18-24","M","BLACK",40.690504753,-73.959004621,"bedford stuyvesant",43548,24.1,100056,85.4,2020,9
165264182,2017-05-27,23:01:00,"QUEENS",113,"45-64","M","BLACK","25-44","M","BLACK",40.676043602,-73.801025435,"baisley park",5428,14,21779,83,2017,5
205862274,2019-12-01,21:10:00,"BROOKLYN",81,"25-44","M","BLACK","25-44","M","BLACK",40.690562851,-73.925942143,"bedford stuyvesant",41406,24.4,46197,83.6,2019,12
240437684,2022-02-10,18:33:00,"QUEENS",115,"25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",40.759443,-73.893651,"jackson heights",26332,15.4,85192,69.5,2022,2
264657995,2023-03-06,16:44:00,"BROOKLYN",75,"<18","M","BLACK HISPANIC","45-64","M","BLACK HISPANIC",40.66852195,-73.87941026,"east new york",30672,33.3,12903,72.2,2023,3
231351984,2021-07-24,02:46:00,"QUEENS",103,"18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC",40.6962187240001,-73.8016035329999,"jamaica",9103,16.8,175386,81.8,2021,7
215817234,2020-07-27,03:48:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.7919157470001,-73.945478983,"east harlem",35961,30.2,61174,75.1,2020,7
234208836,2021-09-28,20:40:00,"MANHATTAN",24,"25-44","M","BLACK","25-44","F","BLACK",40.789310287,-73.9738376509999,"upper west side",19566,10.1,144664,94.2,2021,9
222932690,2021-01-11,13:00:00,"BROOKLYN",69,"18-24","M","BLACK","18-24","M","BLACK",40.6428709780001,-73.915189028,"canarsie",11479,13,47139,85.1,2021,1
208733991,2020-01-29,20:30:00,"BROOKLYN",75,"25-44","M","WHITE HISPANIC","25-44","M","BLACK",40.674459943,-73.878499226,"east new york",57570,31.7,101089,81,2020,1
213188081,2020-05-16,02:28:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","BLACK",40.6726575170001,-73.890767543,"east new york",54363,28.6,12903,72.2,2020,5
244592751,2022-05-04,14:26:00,"QUEENS",106,"25-44","M","WHITE","45-64","F","WHITE HISPANIC",40.677651,-73.842883,"ozone park",3844,15.7,11975,78.8,2022,5
210592236,2020-03-05,18:39:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.8067332460001,-73.938969562,"east harlem",38002,32.5,49987,67.8,2020,3
250897908,2022-09-10,14:35:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","BLACK HISPANIC",40.67271591,-73.89031495,"east new york",61579,33.4,22329,79.4,2022,9
227647476,2021-05-02,18:18:00,"MANHATTAN",23,"<18","M","BLACK","25-44","M","BLACK",40.786944463,-73.9435734259999,"east harlem",16639,29,34290,75.9,2021,5
214694695,2020-06-27,17:30:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.786216879,-73.943805832,"east harlem",40251,33.8,62446,75.8,2020,6
200656489,2019-08-03,02:45:00,"BRONX",46,"25-44","M","BLACK","25-44","M","BLACK",40.852647,-73.92169963,"university heights morris heights",21497,37.9,21581,68.1,2019,8
247133911,2022-06-24,19:09:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.801003,-73.945161,"east harlem",36518,33.3,56672,72.3,2022,6
193118592,2019-02-01,19:57:00,"MANHATTAN",25,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",40.7986233770001,-73.9437441169999,"east harlem",39280,33.2,63398,73.8,2019,2
162178920,2017-02-22,03:32:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","BLACK",40.669566855,-73.8885781769999,"east new york",28632,32.1,11474,68.8,2017,2
233149851,2021-09-04,20:18:00,"MANHATTAN",32,"18-24","M","BLACK","<18","M","BLACK",40.8142676480001,-73.948185286,"harlem",9702,19.4,79663,84.5,2021,9
169566541,2017-09-20,21:15:00,"QUEENS",103,"18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC",40.705615607,-73.788418082,"jamaica",48131,16,27048,70.6,2017,9
215223442,2020-07-12,23:30:00,"BROOKLYN",79,"25-44","M","BLACK","<18","M","BLACK",40.6859357170001,-73.9400784439999,"bedford stuyvesant",43387,31.7,57709,87.8,2020,7
261712055,2023-01-10,21:45:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.794494,-73.944636,"east harlem",37316,32.2,63398,73.8,2023,1
232592201,2021-08-21,12:10:00,"BROOKLYN",83,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",40.699015939,-73.919755439,"bushwick",15284,24.3,52570,60.6,2021,8
248435789,2022-07-23,02:02:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","F","BLACK",40.786582,-73.940798,"east harlem",36311,30.5,60103,73.3,2022,7
233459106,2021-09-10,17:35:00,"BROOKLYN",79,"25-44","M","BLACK","18-24","M","BLACK",40.6893301530001,-73.949681448,"bedford stuyvesant",44892,32.4,107260,86.4,2021,9
212903585,2020-05-08,01:05:00,"BROOKLYN",83,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.697474941,-73.915992974,"bushwick",41424,30.3,46519,59,2020,5
214828723,2020-07-01,02:35:00,"BRONX",40,"18-24","M","BLACK","25-44","F","BLACK",40.811446679,-73.9161850849999,"mott haven port morris",25204,46.3,18199,58.1,2020,7
194817571,2019-03-17,03:37:00,"MANHATTAN",25,"18-24","M","BLACK","18-24","M","BLACK",40.79734911,-73.937529185,"east harlem",39280,33.2,57797,73.4,2019,3
167425281,2017-07-25,21:47:00,"BROOKLYN",73,"25-44","M","BLACK","25-44","M","BLACK",40.656002152,-73.9043574039999,"brownsville",45448,36.8,26185,73.4,2017,7
225620486,2021-03-13,10:15:00,"BROOKLYN",69,"25-44","M","BLACK","<18","M","BLACK",40.63964595,-73.915322843,"canarsie",10033,11.6,48145,83.7,2021,3
212903585,2020-05-08,01:05:00,"BROOKLYN",83,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.697474941,-73.915992974,"bushwick",39826,29.3,49587,58.4,2020,5
171292987,2017-11-06,19:30:00,"MANHATTAN",25,"18-24","M","BLACK","45-64","M","BLACK",40.802138622,-73.939059334,"east harlem",37230,33.8,49688,67.4,2017,11
233459106,2021-09-10,17:35:00,"BROOKLYN",79,"25-44","M","BLACK","25-44","M","BLACK",40.6893301530001,-73.949681448,"bedford stuyvesant",44896,31.7,74790,80.7,2021,9
219684986,2020-10-23,01:03:00,"BROOKLYN",81,"18-24","M","BLACK","18-24","F","BLACK",40.680346195,-73.930036368,"bedford stuyvesant",43803,32.5,57709,87.8,2020,10
269233784,2023-06-02,15:55:00,"BROOKLYN",79,"25-44","M","BLACK","45-64","F","BLACK",40.69023,-73.951538,"bedford stuyvesant",39997,26.9,81511,83.6,2023,6
194859637,2019-03-18,20:08:00,"MANHATTAN",23,"<18","M","BLACK","18-24","M","WHITE HISPANIC",40.794944757,-73.940754339,"east harlem",39934,33.4,68568,77.1,2019,3
215871907,2020-07-28,20:05:00,"BROOKLYN",72,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.64633911,-74.0108361979999,"sunset park",30082,25.8,58864,59.2,2020,7
220229018,2020-11-07,01:35:00,"QUEENS",103,"18-24","M","BLACK","45-64","M","BLACK",40.7133506160001,-73.764449925,"hollis",1921,8.9,12122,83.4,2020,11
200331333,2019-07-27,22:53:00,"BROOKLYN",73,"18-24","M","BLACK","25-44","M","BLACK HISPANIC",40.6572366130001,-73.900757798,"brownsville",18139,37.2,27020,75.4,2019,7
238209824,2021-12-22,20:04:00,"MANHATTAN",23,"<18","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",40.7909480160001,-73.947231973,"east harlem",34873,29.5,65848,76.5,2021,12
248157399,2022-07-17,20:10:00,"BROOKLYN",73,"<18","M","BLACK","45-64","M","BLACK",40.6625545,-73.9089197,"brownsville",22430,38.8,52797,72.4,2022,7
197660693,2019-05-26,05:21:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.7867308670001,-73.941130664,"east harlem",34617,31.1,49688,67.4,2019,5
202457203,2019-09-14,00:09:00,"MANHATTAN",34,"25-44","M","BLACK","18-24","M","WHITE HISPANIC",40.8520462010001,-73.931746711,"washington heights",67893,25.6,124574,69.1,2019,9
234268729,2021-09-29,12:50:00,"BRONX",48,"18-24","M","BLACK","18-24","M","BLACK",40.853506962,-73.882203096,"belmont",10981,47.7,10150,67.8,2021,9
227647476,2021-05-02,18:18:00,"MANHATTAN",23,"18-24","M","WHITE HISPANIC","25-44","M","BLACK",40.786944463,-73.9435734259999,"east harlem",38590,34.6,57796,73.5,2021,5
252648397,2022-10-15,08:09:00,"BRONX",41,"<18","M","BLACK HISPANIC","25-44","M","BLACK",40.821812,-73.895871,"longwood",9912,36.2,7924,56,2022,10
220870735,2020-11-22,23:15:00,"BROOKLYN",79,"<18","M","BLACK","18-24","F","BLACK",40.6803340050001,-73.938424772,"bedford stuyvesant",44892,32.4,77678,82,2020,11
206909664,2020-01-02,19:30:00,"BROOKLYN",72,"25-44","M","WHITE HISPANIC","18-24","F","WHITE",40.6423343270001,-74.0239564189999,"sunset park",38678,26.5,25020,70.4,2020,1
189311505,2018-10-28,04:08:00,"BRONX",47,"25-44","M","BLACK","25-44","M","BLACK",40.873310222,-73.853638904,"williamsbridge olinville",15425,24,29842,78.2,2018,10
262747863,2023-01-30,07:25:00,"BRONX",41,"25-44","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC",40.82384965,-73.89887473,"longwood",10525,38.8,8154,57.1,2023,1
204338717,2019-10-28,15:53:00,"QUEENS",103,"<18","M","BLACK","<18","F","BLACK",40.7063880310001,-73.799971844,"jamaica",9201,15.7,28267,70.4,2019,10
210758101,2020-03-09,00:10:00,"BROOKLYN",72,"18-24","M","BLACK","18-24","M","WHITE HISPANIC",40.6439941,-74.0114855589999,"sunset park",31843,23.2,60941,59.8,2020,3
185296321,2018-07-17,21:00:00,"MANHATTAN",23,"18-24","M","WHITE HISPANIC","25-44","M","BLACK",40.7918505850001,-73.935555506,"east harlem",20588,32.3,63957,74.3,2018,7
228798560,2021-05-27,22:50:00,"QUEENS",103,"18-24","F","BLACK","25-44","M","BLACK",40.70059059,-73.8077431999999,"jamaica",35232,16.1,165822,80.8,2021,5
210591724,2020-03-05,10:48:00,"MANHATTAN",33,"18-24","M","BLACK","25-44","M","BLACK",40.836106268,-73.938380442,"washington heights",13060,16.6,43552,70.3,2020,3
245232406,2022-05-17,22:04:00,"BROOKLYN",79,"25-44","M","BLACK","45-64","M","BLACK",40.697394,-73.951286,"bedford stuyvesant",44892,32.4,74790,80.7,2022,5
205177555,2019-11-14,21:01:00,"MANHATTAN",34,"25-44","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC",40.862256614,-73.926297085,"washington heights",67893,25.6,143838,72.6,2019,11
199325323,2019-07-05,01:14:00,"BRONX",48,"18-24","M","BLACK","25-44","M","BLACK HISPANIC",40.852842208,-73.884173179,"belmont",11556,45,10150,67.8,2019,7
202804357,2019-09-23,11:45:00,"MANHATTAN",23,"25-44","M","BLACK","18-24","M","BLACK HISPANIC",40.7958473410001,-73.9469084579999,"east harlem",35385,31.9,57115,73.7,2019,9
187823544,2018-09-19,10:26:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",40.667695343,-73.8958073919999,"east new york",28905,30.8,20616,79.1,2018,9
216796484,2020-08-19,15:53:00,"BROOKLYN",70,"18-24","M","BLACK","18-24","M","BLACK",40.653630202,-73.961679332,"flatbush",34228,22,88355,84.9,2020,8
265681415,2023-03-25,14:07:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","BLACK",40.66922726,-73.89619649,"east new york",30061,33.2,49650,81.3,2023,3
171254026,2017-11-04,00:25:00,"MANHATTAN",25,"18-24","M","BLACK","18-24","M","BLACK",40.7974682440001,-73.932868581,"east harlem",38002,32.5,62446,75.8,2017,11
268973603,2023-05-27,21:15:00,"QUEENS",113,"25-44","M","BLACK","18-24","F","BLACK",40.681921,-73.754415,"st albans",4640,8.5,30819,87.4,2023,5
200994120,2019-08-11,03:40:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","F","BLACK",40.676118789,-73.9007806239999,"east new york",61136,33.2,77290,73.3,2019,8
260531774,2022-12-27,01:38:00,"QUEENS",103,"25-44","M","BLACK","25-44","M","BLACK",40.694181,-73.802536,"jamaica",9119,16.5,27048,70.6,2022,12
208009526,2020-01-15,05:31:00,"BROOKLYN",83,"18-24","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC",40.688871282,-73.910968916,"bushwick",36778,27.3,61859,69.3,2020,1
217773055,2020-09-11,23:28:00,"BROOKLYN",79,"25-44","M","BLACK","25-44","M","BLACK",40.6980793020001,-73.945316572,"bedford stuyvesant",39997,26.9,107260,86.4,2020,9
220846958,2020-11-22,00:12:00,"BROOKLYN",79,"18-24","M","BLACK","<18","M","BLACK",40.6977742990001,-73.940994181,"bedford stuyvesant",42455,32.8,70348,78.7,2020,11
228889112,2021-05-30,10:54:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.802091971,-73.9370012219999,"east harlem",40251,33.8,58544,72.9,2021,5
277407816,2023-11-11,12:30:00,"BROOKLYN",60,"65+","M","WHITE","65+","M","WHITE",40.585268,-73.961691,"gravesend",5195,18.7,33009,77.4,2023,11
224354729,2021-02-12,07:40:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",40.674196403,-73.880342342,"east new york",49585,24.3,13973,76,2021,2
184396809,2018-06-23,03:42:00,"QUEENS",103,"18-24","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",40.697843409,-73.806103924,"jamaica",43334,15.3,128404,80.6,2018,6
243566417,2022-04-12,08:26:00,"BROOKLYN",72,"45-64","M","BLACK","18-24","M","ASIAN / PACIFIC ISLANDER",40.6581577535544,-74.0004411548878,"sunset park",39927,31.1,46584,53.9,2022,4
167282055,2017-07-21,10:45:00,"MANHATTAN",25,"25-44","M","WHITE HISPANIC","18-24","M","BLACK",40.8017176380001,-73.934351523,"east harlem",38127,32.7,58564,73.1,2017,7
199134403,2019-06-29,18:39:00,"BROOKLYN",83,"45-64","M","BLACK","25-44","M","BLACK",40.6957500300001,-73.92941143,"bushwick",39826,29.3,48014,58.8,2019,6
247099745,2022-06-23,18:40:00,"BROOKLYN",73,"25-44","M","BLACK","<18","M","BLACK",40.680919,-73.908645,"ocean hill",9677,30,19528,80.4,2022,6
184396809,2018-06-23,03:42:00,"QUEENS",103,"18-24","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC",40.697843409,-73.806103924,"jamaica",34224,15.8,153737,79.9,2018,6
228917763,2021-05-31,22:29:00,"MANHATTAN",25,"25-44","M","BLACK","<18","M","BLACK",40.8030808130001,-73.9383728609999,"east harlem",38002,32.5,33248,78.5,2021,5
182931012,2018-05-18,09:00:00,"STATEN ISLAND",121,"18-24","M","BLACK","<18","M","BLACK",40.635192815,-74.144710405,"port richmond",4298,22,36426,83.6,2018,5
236246540,2021-11-13,21:10:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.7971317590001,-73.9469381329999,"east harlem",37316,32.2,59285,73.8,2021,11
231698074,2021-08-02,18:00:00,"BRONX",42,"18-24","M","WHITE HISPANIC","18-24","M","BLACK",40.8332424430001,-73.89022159,"crotona park east",8973,41.4,8508,63.2,2021,8
266702449,2023-04-14,02:02:00,"BRONX",46,"<18","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC",40.85525224,-73.91276232,"university heights morris heights",19159,35.9,19767,63.7,2023,4
272458922,2023-08-06,00:13:00,"MANHATTAN",25,"18-24","M","BLACK","25-44","M","BLACK HISPANIC",40.800244,-73.940436,"east harlem",36518,33.3,57115,73.7,2023,8
232390407,2021-08-17,13:00:00,"BRONX",41,"18-24","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC",40.812292824,-73.885426178,"hunts point",12205,46.8,8976,56.6,2021,8
228917763,2021-05-31,22:29:00,"MANHATTAN",25,"25-44","M","BLACK","<18","M","BLACK",40.8030808130001,-73.9383728609999,"east harlem",37153,34.1,54060,71.9,2021,5
233253729,2021-09-07,21:07:00,"MANHATTAN",33,"25-44","M","BLACK","25-44","M","BLACK",40.8388302280001,-73.9426295389999,"washington heights",66700,25.4,42008,68.9,2021,9
264689064,2023-03-07,14:18:00,"BROOKLYN",72,"18-24","M","BLACK","18-24","M","BLACK",40.654033,-74.004711,"sunset park",25384,22.2,46858,54,2023,3
164781320,2017-05-14,12:41:00,"BROOKLYN",75,"25-44","M","BLACK","18-24","M","ASIAN / PACIFIC ISLANDER",40.6722342630001,-73.880333921,"east new york",11881,39.4,44247,78.8,2017,5
222048379,2020-12-18,21:34:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","M","WHITE HISPANIC",40.788753812,-73.9498112489999,"east harlem",38002,32.5,58564,73.1,2020,12
228482606,2021-05-20,23:22:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",40.6692355170001,-73.896197908,"east new york",28794,29.9,79145,73.2,2021,5
214693787,2020-06-27,02:03:00,"QUEENS",114,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.7713950240001,-73.9266129069999,"astoria",10943,14.1,51822,84.7,2020,6
195743584,2019-04-08,20:35:00,"STATEN ISLAND",120,"18-24","M","BLACK","18-24","M","BLACK",40.634043911,-74.123608249,"port richmond",4098,21.5,37106,83.3,2019,4
197016009,2019-05-09,09:23:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",40.669168163,-73.896650414,"east new york",56000,29.8,11224,69.3,2019,5
236285201,2021-11-14,19:41:00,"MANHATTAN",23,"18-24","M","BLACK","18-24","M","BLACK",40.795855886,-73.947870955,"east harlem",37316,32.2,32600,74.6,2021,11
214729488,2020-06-29,20:56:00,"BROOKLYN",83,"25-44","M","WHITE HISPANIC","45-64","M","BLACK",40.692675437,-73.909577083,"bushwick",39826,29.3,65838,74.8,2020,6
248435789,2022-07-23,02:02:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","F","BLACK",40.786582,-73.940798,"east harlem",39934,33.4,63398,73.8,2022,7
195102364,2019-03-23,05:44:00,"BROOKLYN",79,"25-44","M","BLACK","18-24","M","WHITE HISPANIC",40.697549662,-73.946718738,"bedford stuyvesant",41533,31.1,66644,77.3,2019,3
231941626,2021-08-06,20:12:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.798500915,-73.9459401889999,"east harlem",38489,32.8,32600,74.6,2021,8
206909664,2020-01-02,19:30:00,"BROOKLYN",72,"25-44","M","WHITE HISPANIC","18-24","F","WHITE",40.6423343270001,-74.0239564189999,"sunset park",41214,32,60121,62.3,2020,1
201851566,2019-08-30,22:49:00,"QUEENS",104,"25-44","M","BLACK","18-24","M","WHITE HISPANIC",40.7119386840001,-73.904475085,"ridgewood",14430,20.7,40698,80.7,2019,8
193779318,2019-02-19,22:27:00,"BROOKLYN",81,"25-44","F","BLACK","45-64","M","BLACK",40.6771819190001,-73.92476773,"bedford stuyvesant",44896,31.7,77678,82,2019,2
222165113,2020-12-22,21:37:00,"MANHATTAN",23,"25-44","M","BLACK","18-24","M","BLACK",40.796493464,-73.9464370709999,"east harlem",36569,31.5,63108,74.8,2020,12
217773055,2020-09-11,23:28:00,"BROOKLYN",79,"25-44","M","BLACK","25-44","M","BLACK",40.6980793020001,-73.945316572,"bedford stuyvesant",41921,28.6,77678,82,2020,9
223545276,2021-01-25,22:05:00,"QUEENS",108,"18-24","M","BLACK","25-44","M","WHITE HISPANIC",40.7403499860001,-73.8965345889999,"woodside",5792,13,27084,79.6,2021,1
185296321,2018-07-17,21:00:00,"MANHATTAN",23,"18-24","M","WHITE HISPANIC","25-44","M","BLACK",40.7918505850001,-73.935555506,"east harlem",21027,34,34290,75.9,2018,7
267560797,2023-05-01,18:24:00,"BROOKLYN",75,"45-64","M","BLACK","25-44","M","BLACK",NA,NA,"east new york",10468,36,85831,75.5,2023,5
235857196,2021-11-03,02:25:00,"MANHATTAN",25,"18-24","M","BLACK","25-44","M","BLACK",40.802422302,-73.9338223459999,"east harlem",34909,32.4,65848,76.5,2021,11
220229017,2020-11-06,14:04:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.786944378,-73.943575006,"east harlem",38590,34.6,60103,73.3,2020,11
274873181,2023-09-24,09:58:00,"QUEENS",103,"25-44","M","BLACK","18-24","M","BLACK",40.700872,-73.806403,"jamaica",46624,16,158091,80.1,2023,9
195013388,2019-03-21,21:25:00,"BROOKLYN",88,"18-24","M","BLACK","45-64","F","BLACK",40.6957699210001,-73.9782536609999,"fort greene",6790,23.6,15122,81.3,2019,3
247678274,2022-07-07,00:20:00,"BROOKLYN",73,"18-24","M","WHITE HISPANIC","<18","M","BLACK",40.664861,-73.90419,"brownsville",17662,38.7,54540,72.5,2022,7
276785707,2023-10-31,17:27:00,"BROOKLYN",75,"18-24","M","BLACK","25-44","M","BLACK",40.669827,-73.886771,"east new york",10145,35.2,40005,75.7,2023,10
271021661,2023-07-08,11:27:00,"QUEENS",102,"25-44","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC",40.695717,-73.839138,"richmond hill",10928,16.3,32257,73.6,2023,7
255069850,2022-12-03,19:20:00,"MANHATTAN",23,"18-24","M","BLACK","18-24","M","BLACK",40.78845,-73.939372,"east harlem",35385,31.9,61174,75.1,2022,12
166413154,2017-06-25,02:02:00,"MANHATTAN",23,"18-24","M","BLACK","18-24","M","BLACK",40.7919977870001,-73.949718969,"east harlem",36518,33.3,59826,75.3,2017,6
219874160,2020-10-29,01:11:00,"BROOKLYN",81,"18-24","M","BLACK","25-44","M","BLACK",40.691840976,-73.9278415429999,"bedford stuyvesant",44892,32.4,81511,83.6,2020,10
247133911,2022-06-24,19:09:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.801003,-73.945161,"east harlem",38590,34.6,65848,76.5,2022,6
167917432,2017-08-09,03:10:00,"BROOKLYN",60,"25-44","M","BLACK","18-24","M","BLACK",40.5912264180001,-73.983705898,"gravesend",11477,19.1,15560,76.2,2017,8
235757726,2021-10-31,14:24:00,"BROOKLYN",79,"25-44","M","BLACK","18-24","M","BLACK",40.694728158,-73.9418267469999,"bedford stuyvesant",20405,22.2,62445,75.9,2021,10
208531436,2020-01-25,03:39:00,"BRONX",47,"25-44","M","BLACK","25-44","M","BLACK",40.877851128,-73.864289184,"williamsbridge olinville",15505,24.7,31537,78.5,2020,1
209468786,2020-02-12,02:30:00,"MANHATTAN",25,"18-24","M","WHITE HISPANIC","25-44","M","BLACK",40.797482835,-73.938899712,"east harlem",35961,30.2,49987,67.8,2020,2
165147267,2017-05-24,23:21:00,"BROOKLYN",90,"18-24","M","BLACK","25-44","M","BLACK",40.703687668,-73.939881479,"east williamsburg",7084,19.7,22653,79.9,2017,5
209281498,2020-02-07,22:50:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","F","BLACK",40.6729563150001,-73.89319096,"east new york",57570,31.7,78136,73,2020,2
216463653,2020-08-12,01:20:00,"BROOKLYN",77,"25-44","M","BLACK","25-44","M","BLACK",40.674232956,-73.932000554,"crown heights",20896,19.9,29928,85.1,2020,8
246996442,2022-06-22,00:45:00,"BROOKLYN",81,"18-24","M","BLACK","25-44","M","BLACK",40.680332,-73.930038,"bedford stuyvesant",42455,32.8,100056,85.4,2022,6
